data_snr_db,method,nmse,ci_low,ci_high,realizations,modulation,pdr_db,effective_channel_method
10.0,conventional,0.03433074988424778,0.02641470730304718,0.04224679246544838,2,bpsk,5.0,fast
10.0,teacher,0.0031214605551213026,0.002527478849515319,0.0037154422607272863,2,bpsk,5.0,fast
10.0,student,1.0395037531852722,1.0311421155929565,1.047865390777588,2,bpsk,5.0,fast
10.0,perfect,0.0,0.0,0.0,2,bpsk,5.0,fast
15.0,conventional,0.08230968192219734,0.06519682705402374,0.09942253679037094,2,bpsk,5.0,fast
15.0,teacher,0.004599094856530428,0.004586669150739908,0.004611520562320948,2,bpsk,5.0,fast
15.0,student,1.0895134806632996,1.083832025527954,1.095194935798645,2,bpsk,5.0,fast
15.0,perfect,0.0,0.0,0.0,2,bpsk,5.0,fast
